name,findName,country,longitude,latitude
Bristol,BRISTOL,US,-82.188744,36.595112
Chattanooga,CHATTANOOGA,US,-85.309677,35.045631
Clarksville,CLARKSVILLE,US,-87.359451,36.52977
Cleveland,CLEVELAND,US,-84.87661,35.159519
Collierville,COLLIERVILLE,US,-89.664528,35.042042
Columbia,COLUMBIA,US,-87.035278,35.61507
Cookeville,COOKEVILLE,US,-85.50164,36.162842
Dyersburg,DYERSBURG,US,-89.385628,36.034519
East Brainerd,EAST BRAINERD,US,-85.15023,34.995911
East Chattanooga,EAST CHATTANOOGA,US,-85.249123,35.06535
East Ridge,EAST RIDGE,US,-85.2519,35.01424
Farragut,FARRAGUT,US,-84.153526,35.884521
Franklin,FRANKLIN,US,-86.868889,35.92506
Gallatin,GALLATIN,US,-86.446663,36.388378
Germantown,GERMANTOWN,US,-89.810089,35.086761
Goodlettsville,GOODLETTSVILLE,US,-86.713333,36.323109
Greeneville,GREENEVILLE,US,-82.830994,36.163158
Hendersonville,HENDERSONVILLE,US,-86.620003,36.304771
Jackson,JACKSON,US,-88.81395,35.614521
Johnson City,JOHNSON CITY,US,-82.35347,36.313438
Kingsport,KINGSPORT,US,-82.561821,36.548431
Knoxville,KNOXVILLE,US,-83.920738,35.96064
La Vergne,LA VERGNE,US,-86.58194,36.015621
Lebanon,LEBANON,US,-86.2911,36.208111
Maryville,MARYVILLE,US,-83.970459,35.75647
Memphis,MEMPHIS,US,-90.048981,35.149529
Morristown,MORRISTOWN,US,-83.294891,36.213982
Mount Juliet,MOUNT JULIET,US,-86.518608,36.200062
Murfreesboro,MURFREESBORO,US,-86.390266,35.845619
Nashville,NASHVILLE,US,-86.784439,36.16589
New South Memphis,NEW SOUTH MEMPHIS,US,-90.056763,35.086761
Oak Ridge,OAK RIDGE,US,-84.269638,36.010361
Shelbyville,SHELBYVILLE,US,-86.460274,35.48341
Smyrna,SMYRNA,US,-86.5186,35.982841
Spring Hill,SPRING HILL,US,-86.93,35.751179
Springfield,SPRINGFIELD,US,-86.885002,36.509209
Tullahoma,TULLAHOMA,US,-86.209427,35.362019
Abilene,ABILENE,US,-99.733139,32.448738
Alamo,ALAMO,US,-98.123062,26.183689
Aldine,ALDINE,US,-95.380211,29.93244
Alice,ALICE,US,-98.069717,27.752251
Allen,ALLEN,US,-96.670547,33.103168
Alvin,ALVIN,US,-95.244102,29.423849
Angleton,ANGLETON,US,-95.431877,29.169411
Arlington,ARLINGTON,US,-97.10807,32.735691
Atascocita,ATASCOCITA,US,-95.176598,29.998831
Austin,AUSTIN,US,-97.743057,30.267151
Balch Springs,BALCH SPRINGS,US,-96.622772,32.728741
Baytown,BAYTOWN,US,-94.977432,29.7355
Beaumont,BEAUMONT,US,-94.101852,30.08605
Bedford,BEDFORD,US,-97.143066,32.844021
Bellaire,BELLAIRE,US,-95.458832,29.70579
Belton,BELTON,US,-97.464447,31.056009
Benbrook,BENBROOK,US,-97.460579,32.673191
Brenham,BRENHAM,US,-96.397743,30.16688
Brownsville,BROWNSVILLE,US,-97.497482,25.901751
Brownwood,BROWNWOOD,US,-98.991158,31.70932
Brushy Creek,BRUSHY CREEK,US,-97.739731,30.513531
Bryan,BRYAN,US,-96.369957,30.67436
Burleson,BURLESON,US,-97.320847,32.54208
Canyon Lake,CANYON LAKE,US,-98.262512,29.875219
Carrollton,CARROLLTON,US,-96.890282,32.953732
Cedar Hill,CEDAR HILL,US,-96.956123,32.58847
Cedar Park,CEDAR PARK,US,-97.82029,30.505199
Channelview,CHANNELVIEW,US,-95.114647,29.77606
Cibolo,CIBOLO,US,-98.226959,29.561621
Cinco Ranch,CINCO RANCH,US,-95.758003,29.73884
Cleburne,CLEBURNE,US,-97.386681,32.347641
Cloverleaf,CLOVERLEAF,US,-95.171883,29.77828
College Station,COLLEGE STATION,US,-96.334412,30.627979
Colleyville,COLLEYVILLE,US,-97.155006,32.880959
Conroe,CONROE,US,-95.456047,30.31188
Converse,CONVERSE,US,-98.316116,29.518009
Coppell,COPPELL,US,-97.015007,32.954571
Copperas Cove,COPPERAS COVE,US,-97.903084,31.12406
Corinth,CORINTH,US,-97.064728,33.154011
Corpus Christi,CORPUS CHRISTI,US,-97.396378,27.800579
Corsicana,CORSICANA,US,-96.468872,32.095428
Cypress,CYPRESS,US,-95.697166,29.96911
Dallas,DALLAS,US,-96.806671,32.783058
DeSoto,DESOTO,US,-96.856949,32.589859
Deer Park,DEER PARK,US,-95.123817,29.705231
Denison,DENISON,US,-96.536659,33.755661
Denton,DENTON,US,-97.133072,33.21484
Dickinson,DICKINSON,US,-95.051323,29.460791
Donna,DONNA,US,-98.051949,26.170349
Duncanville,DUNCANVILLE,US,-96.90834,32.651798
Edinburg,EDINBURG,US,-98.163338,26.301741
Ennis,ENNIS,US,-96.625267,32.329311
Euless,EULESS,US,-97.081947,32.83707
Farmers Branch,FARMERS BRANCH,US,-96.896118,32.92651
Flower Mound,FLOWER MOUND,US,-97.096962,33.014568
Fort Worth,FORT WORTH,US,-97.320847,32.72541
Fresno,FRESNO,US,-95.447441,29.538851
Friendswood,FRIENDSWOOD,US,-95.201042,29.5294
Frisco,FRISCO,US,-96.823608,33.150669
Gainesville,GAINESVILLE,US,-97.133347,33.625938
Galveston,GALVESTON,US,-94.797699,29.30135
Garland,GARLAND,US,-96.638878,32.912621
Gatesville,GATESVILLE,US,-97.743912,31.43516
Georgetown,GEORGETOWN,US,-97.677231,30.63269
Grand Prairie,GRAND PRAIRIE,US,-96.99778,32.74596
Grapevine,GRAPEVINE,US,-97.078072,32.934292
Greenville,GREENVILLE,US,-96.110809,33.138451
Groves,GROVES,US,-93.917122,29.948271
Haltom City,HALTOM CITY,US,-97.26918,32.799568
Harker Heights,HARKER HEIGHTS,US,-97.659737,31.083509
Harlingen,HARLINGEN,US,-97.696098,26.19063
Highland Village,HIGHLAND VILLAGE,US,-97.046677,33.091789
Houston,HOUSTON,US,-95.363274,29.763281
Humble,HUMBLE,US,-95.262161,29.998831
Huntsville,HUNTSVILLE,US,-95.550781,30.72353
Hurst,HURST,US,-97.17057,32.82346
Irving,IRVING,US,-96.948891,32.814018
Jollyville,JOLLYVILLE,US,-97.775009,30.442699
Keller,KELLER,US,-97.251678,32.93457
Kerrville,KERRVILLE,US,-99.14032,30.04743
Killeen,KILLEEN,US,-97.727798,31.117121
Kingsville,KINGSVILLE,US,-97.85611,27.515869
Kyle,KYLE,US,-97.871529,29.99835
La Porte,LA PORTE,US,-95.019371,29.665779
Lake Jackson,LAKE JACKSON,US,-95.434387,29.033859
Lancaster,LANCASTER,US,-96.756111,32.592079
Laredo,LAREDO,US,-99.507538,27.506411
League City,LEAGUE CITY,US,-95.094933,29.50745
Leander,LEANDER,US,-97.853073,30.57881
Lewisville,LEWISVILLE,US,-96.994171,33.04623
Little Elm,LITTLE ELM,US,-96.937508,33.162621
Longview,LONGVIEW,US,-94.740494,32.500702
Lufkin,LUFKIN,US,-94.729103,31.33824
Mansfield,MANSFIELD,US,-97.141678,32.56319
Marshall,MARSHALL,US,-94.367416,32.544868
McAllen,MCALLEN,US,-98.230011,26.203409
McKinney,MCKINNEY,US,-96.615273,33.19762
Mercedes,MERCEDES,US,-97.913612,26.149799
Mesquite,MESQUITE,US,-96.599159,32.7668
Midlothian,MIDLOTHIAN,US,-96.994453,32.482361
Mineral Wells,MINERAL WELLS,US,-98.112823,32.80846
Mission,MISSION,US,-98.325287,26.21591
Mission Bend,MISSION BEND,US,-95.664948,29.69384
Missouri City,MISSOURI CITY,US,-95.53772,29.61857
Mount Pleasant,MOUNT PLEASANT,US,-94.968269,33.156792
Murphy,MURPHY,US,-96.613052,33.015121
Nacogdoches,NACOGDOCHES,US,-94.655487,31.60351
Nederland,NEDERLAND,US,-93.992401,29.97438
New Braunfels,NEW BRAUNFELS,US,-98.124451,29.702999
New Territory,NEW TERRITORY,US,-95.680779,29.59412
North Richland Hills,NORTH RICHLAND HILLS,US,-97.228897,32.834301
Orange,ORANGE,US,-93.736549,30.092991
Palestine,PALESTINE,US,-95.630791,31.762119
Paris,PARIS,US,-95.555511,33.660938
Pasadena,PASADENA,US,-95.209099,29.691059
Pearland,PEARLAND,US,-95.286049,29.56357
Pecan Grove,PECAN GROVE,US,-95.731621,29.62607
Pflugerville,PFLUGERVILLE,US,-97.620003,30.439369
Pharr,PHARR,US,-98.183617,26.194799
Plano,PLANO,US,-96.698891,33.01984
Port Arthur,PORT ARTHUR,US,-93.92878,29.89883
Portland,PORTLAND,US,-97.323883,27.877251
Richardson,RICHARDSON,US,-96.729721,32.948181
Rockwall,ROCKWALL,US,-96.459709,32.931229
Rosenberg,ROSENBERG,US,-95.808563,29.55718
Round Rock,ROUND ROCK,US,-97.678902,30.508261
Rowlett,ROWLETT,US,-96.563881,32.902901
Sachse,SACHSE,US,-96.595268,32.976231
Saginaw,SAGINAW,US,-97.363907,32.86013
San Antonio,SAN ANTONIO,US,-98.493629,29.42412
San Benito,SAN BENITO,US,-97.631104,26.13258
San Juan,SAN JUAN,US,-98.155289,26.18924
San Marcos,SAN MARCOS,US,-97.941391,29.88327
Schertz,SCHERTZ,US,-98.26973,29.55217
Seguin,SEGUIN,US,-97.964729,29.56884
Sherman,SHERMAN,US,-96.608879,33.635658
South Houston,SOUTH HOUSTON,US,-95.235489,29.66301
Southlake,SOUTHLAKE,US,-97.134178,32.941238
Spring,SPRING,US,-95.41716,30.079941
Stafford,STAFFORD,US,-95.557716,29.61607
Stephenville,STEPHENVILLE,US,-98.202263,32.220699
Sugar Land,SUGAR LAND,US,-95.634949,29.61968
Sulphur Springs,SULPHUR SPRINGS,US,-95.601067,33.138451
Taylor,TAYLOR,US,-97.409439,30.570761
Temple,TEMPLE,US,-97.342781,31.09823
Terrell,TERRELL,US,-96.275261,32.735958
Texarkana,TEXARKANA,US,-94.047691,33.425121
Texas City,TEXAS CITY,US,-94.902702,29.383841
The Colony,THE COLONY,US,-96.886391,33.089008
The Woodlands,THE WOODLANDS,US,-95.48938,30.15799
Tyler,TYLER,US,-95.301064,32.351261
Universal City,UNIVERSAL CITY,US,-98.291122,29.54801
University Park,UNIVERSITY PARK,US,-96.800278,32.850128
Uvalde,UVALDE,US,-99.786171,29.209681
Victoria,VICTORIA,US,-97.003601,28.805269
Waco,WACO,US,-97.146667,31.54933
Watauga,WATAUGA,US,-97.254738,32.85791
Waxahachie,WAXAHACHIE,US,-96.848328,32.386532
Weatherford,WEATHERFORD,US,-97.797249,32.7593
Weslaco,WESLACO,US,-97.990837,26.159519
White Settlement,WHITE SETTLEMENT,US,-97.458351,32.759571
Wichita Falls,WICHITA FALLS,US,-98.493393,33.913712
Wylie,WYLIE,US,-96.538879,33.015121
Alexandria,ALEXANDRIA,US,-77.046921,38.80484
Annandale,ANNANDALE,US,-77.196373,38.830391
Arlington,ARLINGTON,US,-77.104279,38.881008
Ashburn,ASHBURN,US,-77.487488,39.04372
Baileys Crossroads,BAILEYS CROSSROADS,US,-77.1297,38.850391
Blacksburg,BLACKSBURG,US,-80.41394,37.229568
Bon Air,BON AIR,US,-77.55777,37.524872
Buckhall,BUCKHALL,US,-77.431099,38.731781
Burke,BURKE,US,-77.271652,38.793449
Cave Spring,CAVE SPRING,US,-80.012817,37.227638
Centreville,CENTREVILLE,US,-77.428879,38.840389
Chantilly,CHANTILLY,US,-77.431099,38.894279
Charlottesville,CHARLOTTESVILLE,US,-78.476677,38.029308
Cherry Hill,CHERRY HILL,US,-77.26693,38.569839
Chesapeake,CHESAPEAKE,US,-76.27494,36.819038
Chester,CHESTER,US,-77.44165,37.356819
Christiansburg,CHRISTIANSBURG,US,-80.408943,37.129848
Colonial Heights,COLONIAL HEIGHTS,US,-77.407257,37.26804
Culpeper,CULPEPER,US,-77.996658,38.473179
Dale City,DALE CITY,US,-77.311089,38.637058
Danville,DANVILLE,US,-79.39502,36.585972
East Hampton,EAST HAMPTON,US,-76.331612,37.037369
Fairfax,FAIRFAX,US,-77.306374,38.846218
Franconia,FRANCONIA,US,-77.14637,38.782059
Fredericksburg,FREDERICKSBURG,US,-77.460541,38.303181
Great Falls,GREAT FALLS,US,-77.288322,38.998169
Hampton,HAMPTON,US,-76.345222,37.029869
Harrisonburg,HARRISONBURG,US,-78.868919,38.44957
Herndon,HERNDON,US,-77.386101,38.969551
Highland Springs,HIGHLAND SPRINGS,US,-77.327759,37.545979
Hopewell,HOPEWELL,US,-77.287201,37.304321
Hybla Valley,HYBLA VALLEY,US,-77.083031,38.747608
Idylwood,IDYLWOOD,US,-77.211647,38.895111
Jefferson,JEFFERSON,US,-77.187759,38.864559
Lake Ridge,LAKE RIDGE,US,-77.29776,38.687889
Laurel,LAUREL,US,-77.508873,37.642921
Leesburg,LEESBURG,US,-77.563599,39.115662
Lincolnia,LINCOLNIA,US,-77.143311,38.818451
Linton Hall,LINTON HALL,US,-77.574989,38.759838
Lorton,LORTON,US,-77.22776,38.704281
Lynchburg,LYNCHBURG,US,-79.14225,37.41375
Manassas,MANASSAS,US,-77.475273,38.75095
McLean,MCLEAN,US,-77.177483,38.93428
Mechanicsville,MECHANICSVILLE,US,-77.373306,37.608761
Merrifield,MERRIFIELD,US,-77.226929,38.874279
Montclair,MONTCLAIR,US,-77.339706,38.61095
Newport News,NEWPORT NEWS,US,-76.428001,36.97876
Norfolk,NORFOLK,US,-76.285217,36.846809
Oakton,OAKTON,US,-77.300819,38.880951
Petersburg,PETERSBURG,US,-77.401932,37.227928
Portsmouth,PORTSMOUTH,US,-76.298271,36.83543
Portsmouth Heights,PORTSMOUTH HEIGHTS,US,-76.368828,36.82098
Radford,RADFORD,US,-80.576447,37.13179
Reston,RESTON,US,-77.341103,38.968719
Richmond,RICHMOND,US,-77.460258,37.553761
Roanoke,ROANOKE,US,-79.941429,37.270969
Rose Hill,ROSE HILL,US,-77.112762,38.788719
Salem,SALEM,US,-80.054764,37.293468
Short Pump,SHORT PUMP,US,-77.612488,37.650421
South Riding,SOUTH RIDING,US,-77.503883,38.92094
South Suffolk,SOUTH SUFFOLK,US,-76.590233,36.717091
Springfield,SPRINGFIELD,US,-77.187202,38.78928
Staunton,STAUNTON,US,-79.071701,38.149578
Sterling,STERLING,US,-77.428596,39.006222
Sudley,SUDLEY,US,-77.49749,38.792889
Suffolk,SUFFOLK,US,-76.583557,36.72821
Tuckahoe,TUCKAHOE,US,-77.556381,37.590149
Tysons Corner,TYSONS CORNER,US,-77.231087,38.91872
Vienna,VIENNA,US,-77.265259,38.901218
Virginia Beach,VIRGINIA BEACH,US,-75.977982,36.852928
Waynesboro,WAYNESBORO,US,-78.889473,38.06847
West Lynchburg,WEST LYNCHBURG,US,-79.178078,37.403198
West Springfield,WEST SPRINGFIELD,US,-77.221092,38.77261
Winchester,WINCHESTER,US,-78.16333,39.185661
Wolf Trap,WOLF TRAP,US,-77.286087,38.939831
Woodlawn,WOODLAWN,US,-77.132759,38.716782
Charlotte Amalie,CHARLOTTE AMALIE,VI,-64.930702,18.3419
Beckley,BECKLEY,US,-81.188164,37.778172
Charleston,CHARLESTON,US,-81.632622,38.349819
Clarksburg,CLARKSBURG,US,-80.344528,39.280651
Fairmont,FAIRMONT,US,-80.142578,39.485081
Huntington,HUNTINGTON,US,-82.445152,38.41925
Martinsburg,MARTINSBURG,US,-77.96389,39.456211
Morgantown,MORGANTOWN,US,-79.955902,39.629532
Parkersburg,PARKERSBURG,US,-81.561508,39.266739
Sherwood,SHERWOOD,US,-92.224319,34.81509
Franklin,FRANKLIN,US,-86.054993,39.48061
Chillicothe,CHILLICOTHE,US,-82.982399,39.333118
Bay City,BAY CITY,US,-95.969398,28.982759
Alabaster,ALABASTER,US,-86.816383,33.244282
Albertville,ALBERTVILLE,US,-86.20887,34.26759
Anniston,ANNISTON,US,-85.831627,33.659828
Athens,ATHENS,US,-86.971672,34.802872
Auburn,AUBURN,US,-85.480782,32.609859
Glendale Heights,GLENDALE HEIGHTS,US,-88.071739,41.910309
North Andover,NORTH ANDOVER,US,-71.135063,42.6987
Revere,REVERE,US,-71.011993,42.408428
Danbury,DANBURY,US,-73.45401,41.394821
Darien,DARIEN,US,-73.469292,41.078709
Inkster,INKSTER,US,-83.309929,42.294201
Cleveland Heights,CLEVELAND HEIGHTS,US,-81.556236,41.52005
East Hartford,EAST HARTFORD,US,-72.61203,41.782318
East Haven,EAST HAVEN,US,-72.868431,41.276211
East Norwalk,EAST NORWALK,US,-73.398453,41.105652
Fairfield,FAIRFIELD,US,-73.263733,41.141209
Farmington,FARMINGTON,US,-72.832039,41.719818
Glastonbury,GLASTONBURY,US,-72.608147,41.712318
Guilford,GUILFORD,US,-72.681763,41.28899
Hamden,HAMDEN,US,-72.896767,41.395931
Hartford,HARTFORD,US,-72.685089,41.76371
Killingly Center,KILLINGLY CENTER,US,-71.86924,41.838711
Ledyard Center,LEDYARD CENTER,US,-72.014236,41.439819
Madison,MADISON,US,-72.598427,41.279541
Manchester,MANCHESTER,US,-72.521477,41.775928
Mansfield City,MANSFIELD CITY,US,-72.233688,41.76593
Meriden,MERIDEN,US,-72.807037,41.538151
Middletown,MIDDLETOWN,US,-72.65065,41.562321
Milford,MILFORD,US,-73.056503,41.222321
Montville Center,MONTVILLE CENTER,US,-72.151192,41.478989
Naugatuck,NAUGATUCK,US,-73.050659,41.485931
New Britain,NEW BRITAIN,US,-72.779541,41.661209
New Haven,NEW HAVEN,US,-72.928162,41.308151
New London,NEW LONDON,US,-72.099518,41.355652
Newington,NEWINGTON,US,-72.723709,41.69788
North Haven,NORTH HAVEN,US,-72.859543,41.39093
North Stamford,NORTH STAMFORD,US,-73.543457,41.138149
Norwalk,NORWALK,US,-73.407898,41.117599
Norwich,NORWICH,US,-72.075912,41.524261
Plainfield,PLAINFIELD,US,-71.91507,41.676491
Plainville,PLAINVILLE,US,-72.858162,41.674541
Seymour,SEYMOUR,US,-73.075943,41.396759
Shelton,SHELTON,US,-73.093163,41.31649
South Windsor,SOUTH WINDSOR,US,-72.621201,41.823711
Southbury,SOUTHBURY,US,-73.213173,41.48148
Stamford,STAMFORD,US,-73.538727,41.053429
Storrs,STORRS,US,-72.249519,41.80843
Stratford,STRATFORD,US,-73.133171,41.18454
Torrington,TORRINGTON,US,-73.121223,41.800652
Trumbull,TRUMBULL,US,-73.200668,41.24287
Wallingford,WALLINGFORD,US,-72.823158,41.457039
Waterbury,WATERBURY,US,-73.051498,41.558151
West Hartford,WEST HARTFORD,US,-72.742043,41.762039
West Haven,WEST HAVEN,US,-72.947052,41.270649
West Torrington,WEST TORRINGTON,US,-73.143723,41.818432
Westport,WESTPORT,US,-73.357903,41.141491
Wethersfield,WETHERSFIELD,US,-72.652588,41.714272
Willimantic,WILLIMANTIC,US,-72.20813,41.710651
Windham,WINDHAM,US,-72.157021,41.699821
Wolcott,WOLCOTT,US,-72.986771,41.602322
Ames,AMES,US,-93.619942,42.03471
Ankeny,ANKENY,US,-93.605766,41.72971
Bettendorf,BETTENDORF,US,-90.515694,41.524479
Burlington,BURLINGTON,US,-91.112923,40.807541
Cedar Falls,CEDAR FALLS,US,-92.445473,42.52776
Cedar Rapids,CEDAR RAPIDS,US,-91.644073,42.008331
Clinton,CLINTON,US,-90.188744,41.844471
Clinton Stock Yards,CLINTON STOCK YARDS,US,-90.222633,41.8167
Clive,CLIVE,US,-93.724113,41.603039
Coralville,CORALVILLE,US,-91.580452,41.676399
Council Bluffs,COUNCIL BLUFFS,US,-95.860832,41.26194
Davenport,DAVENPORT,US,-90.577637,41.52364
Des Moines,DES MOINES,US,-93.609108,41.60054
Dubuque,DUBUQUE,US,-90.664574,42.500561
Fort Dodge,FORT DODGE,US,-94.168022,42.497471
Iowa City,IOWA CITY,US,-91.530167,41.661129
Johnston,JOHNSTON,US,-93.697723,41.673038
Marion,MARION,US,-91.597679,42.034168
Marshalltown,MARSHALLTOWN,US,-92.907982,42.049431
Mason City,MASON CITY,US,-93.201042,43.153568
Muscatine,MUSCATINE,US,-91.043213,41.424469
Newton,NEWTON,US,-93.047981,41.699711
Ottumwa,OTTUMWA,US,-92.411301,41.020012
Sioux City,SIOUX CITY,US,-96.400307,42.499989
Urbandale,URBANDALE,US,-93.712173,41.626659
Waterloo,WATERLOO,US,-92.342957,42.49276
West Des Moines,WEST DES MOINES,US,-93.745308,41.571991
Addison,ADDISON,US,-87.98896,41.931702
Algonquin,ALGONQUIN,US,-88.29425,42.165581
Alsip,ALSIP,US,-87.738663,41.668919
Arlington Heights,ARLINGTON HEIGHTS,US,-87.980629,42.08836
Aurora,AURORA,US,-88.320068,41.760578
Bartlett,BARTLETT,US,-88.185631,41.995029
Batavia,BATAVIA,US,-88.312569,41.850029
Bellwood,BELLWOOD,US,-87.883118,41.88142
Belvidere,BELVIDERE,US,-88.844269,42.263908
Bensenville,BENSENVILLE,US,-87.940071,41.955029
Berwyn,BERWYN,US,-87.793671,41.85059
Bloomingdale,BLOOMINGDALE,US,-88.080902,41.957531
Bloomington,BLOOMINGTON,US,-88.99369,40.4842
Blue Island,BLUE ISLAND,US,-87.680054,41.657261
Bolingbrook,BOLINGBROOK,US,-88.068398,41.698639
Bourbonnais,BOURBONNAIS,US,-87.875038,41.141701
Bradley,BRADLEY,US,-87.861153,41.141979
Bridgeview,BRIDGEVIEW,US,-87.804222,41.750031
Brookfield,BROOKFIELD,US,-87.85173,41.823921
Buffalo Grove,BUFFALO GROVE,US,-87.959793,42.151409
Burbank,BURBANK,US,-87.779503,41.733921
Calumet City,CALUMET CITY,US,-87.529488,41.615589
Carol Stream,CAROL STREAM,US,-88.134789,41.912529
Carpentersville,CARPENTERSVILLE,US,-88.257858,42.12114
Cary,CARY,US,-88.238136,42.211971
Champaign,CHAMPAIGN,US,-88.243378,40.116421
Chicago,CHICAGO,US,-87.650047,41.850029
Chicago Heights,CHICAGO HEIGHTS,US,-87.635597,41.506149
Cicero,CICERO,US,-87.753937,41.845589
Country Club Hills,COUNTRY CLUB HILLS,US,-87.720329,41.568089
Crest Hill,CREST HILL,US,-88.098671,41.554749
Crystal Lake,CRYSTAL LAKE,US,-88.3162,42.241131
Danville,DANVILLE,US,-87.63002,40.124481
Darien,DARIEN,US,-87.973953,41.75198
DeKalb,DEKALB,US,-88.750359,41.92947
Deerfield,DEERFIELD,US,-87.844513,42.171139
Des Plaines,DES PLAINES,US,-87.8834,42.03336
Dixon,DIXON,US,-89.479553,41.838921
Dolton,DOLTON,US,-87.607269,41.63892
Downers Grove,DOWNERS GROVE,US,-88.011169,41.808922
East Moline,EAST MOLINE,US,-90.444298,41.50087
East Peoria,EAST PEORIA,US,-89.580101,40.666149
Elgin,ELGIN,US,-88.281189,42.037251
Elk Grove Village,ELK GROVE VILLAGE,US,-87.970352,42.003922
Elmhurst,ELMHURST,US,-87.940338,41.899471
Elmwood Park,ELMWOOD PARK,US,-87.809227,41.921139
Evanston,EVANSTON,US,-87.690063,42.041142
Evergreen Park,EVERGREEN PARK,US,-87.701721,41.720589
Frankfort,FRANKFORT,US,-87.848663,41.495869
Franklin Park,FRANKLIN PARK,US,-87.865623,41.93531
Freeport,FREEPORT,US,-89.621231,42.296692
Galesburg,GALESBURG,US,-90.371239,40.947819
Geneva,GENEVA,US,-88.305351,41.887531
Glen Ellyn,GLEN ELLYN,US,-88.067009,41.877529
Glenview,GLENVIEW,US,-87.787842,42.069752
Goodings Grove,GOODINGS GROVE,US,-87.930893,41.6292
Grayslake,GRAYSLAKE,US,-88.041748,42.344471
Gurnee,GURNEE,US,-87.902023,42.3703
Hanover Park,HANOVER PARK,US,-88.145073,41.99947
Harvey,HARVEY,US,-87.646713,41.610031
Highland Park,HIGHLAND PARK,US,-87.800339,42.18169
Hinsdale,HINSDALE,US,-87.937012,41.800861
Hoffman Estates,HOFFMAN ESTATES,US,-88.079803,42.042809
Homer Glen,HOMER GLEN,US,-87.93811,41.600029
Homewood,HOMEWOOD,US,-87.665604,41.557259
Huntley,HUNTLEY,US,-88.428139,42.168079
Joliet,JOLIET,US,-88.081734,41.525028
Kankakee,KANKAKEE,US,-87.861153,41.120029
La Grange,LA GRANGE,US,-87.869232,41.805031
Lake Forest,LAKE FOREST,US,-87.840622,42.258629
Lake Zurich,LAKE ZURICH,US,-88.093407,42.196972
Lake in the Hills,LAKE IN THE HILLS,US,-88.33036,42.18169
Lansing,LANSING,US,-87.538933,41.564758
Lemont,LEMONT,US,-88.001732,41.673641
Libertyville,LIBERTYVILLE,US,-87.953133,42.283081
Lisle,LISLE,US,-88.074791,41.80114
Lockport,LOCKPORT,US,-88.057838,41.589481
Lombard,LOMBARD,US,-88.007843,41.880032
Loves Park,LOVES PARK,US,-89.058159,42.320019
Machesney Park,MACHESNEY PARK,US,-89.039001,42.34724
Macomb,MACOMB,US,-90.671799,40.459209
Matteson,MATTESON,US,-87.713097,41.503922
Maywood,MAYWOOD,US,-87.843117,41.8792
McHenry,MCHENRY,US,-88.266747,42.333359
Melrose Park,MELROSE PARK,US,-87.856728,41.900589
Mokena,MOKENA,US,-87.889221,41.526138
Moline,MOLINE,US,-90.515129,41.506699
Montgomery,MONTGOMERY,US,-88.345901,41.730579
Morton,MORTON,US,-89.459259,40.61282
Morton Grove,MORTON GROVE,US,-87.782562,42.040588
Mount Prospect,MOUNT PROSPECT,US,-87.937286,42.066422
Mundelein,MUNDELEIN,US,-88.003967,42.263081
Naperville,NAPERVILLE,US,-88.147293,41.785858
New Lenox,NEW LENOX,US,-87.965607,41.511978
Niles,NILES,US,-87.802841,42.018921
Normal,NORMAL,US,-88.990631,40.514198
North Aurora,NORTH AURORA,US,-88.327301,41.806141
North Chicago,NORTH CHICAGO,US,-87.841179,42.325581
North Peoria,NORTH PEORIA,US,-89.584259,40.717541
Northbrook,NORTHBROOK,US,-87.828949,42.127529
Oak Forest,OAK FOREST,US,-87.743942,41.60281
Oak Lawn,OAK LAWN,US,-87.75811,41.710869
Oak Park,OAK PARK,US,-87.7845,41.885029
Orland Park,ORLAND PARK,US,-87.853943,41.63031
Oswego,OSWEGO,US,-88.351463,41.682812
Ottawa,OTTAWA,US,-88.842583,41.345589
Palatine,PALATINE,US,-88.034241,42.110298
Palos Hills,PALOS HILLS,US,-87.817001,41.696701
Park Forest,PARK FOREST,US,-87.674492,41.491421
Park Ridge,PARK RIDGE,US,-87.840622,42.011139
Pekin,PEKIN,US,-89.640663,40.567539
Peoria,PEORIA,US,-89.588989,40.693649
Plainfield,PLAINFIELD,US,-88.203949,41.626968
Prospect Heights,PROSPECT HEIGHTS,US,-87.937569,42.095299
Rock Island,ROCK ISLAND,US,-90.578751,41.50948
Rockford,ROCKFORD,US,-89.094002,42.27113
Rolling Meadows,ROLLING MEADOWS,US,-88.01313,42.08419
Romeoville,ROMEOVILLE,US,-88.089508,41.64753
Roselle,ROSELLE,US,-88.079788,41.984749
Round Lake,ROUND LAKE,US,-88.093407,42.353359
Round Lake Beach,ROUND LAKE BEACH,US,-88.09008,42.371689
Saint Charles,SAINT CHARLES,US,-88.308693,41.914188
Schaumburg,SCHAUMBURG,US,-88.083412,42.03336
Shorewood,SHOREWOOD,US,-88.201729,41.520031
Skokie,SKOKIE,US,-87.733391,42.03336
South Elgin,SOUTH ELGIN,US,-88.292297,41.99419
South Holland,SOUTH HOLLAND,US,-87.606987,41.600868
Sterling,STERLING,US,-89.69622,41.788639
Streamwood,STREAMWOOD,US,-88.178413,42.025581
Sycamore,SYCAMORE,US,-88.686752,41.988918
Tinley Park,TINLEY PARK,US,-87.784492,41.573372
Urbana,URBANA,US,-88.207268,40.110592
Vernon Hills,VERNON HILLS,US,-87.965134,42.21809
Villa Park,VILLA PARK,US,-87.988953,41.889751
Washington,WASHINGTON,US,-89.40731,40.703651
Waukegan,WAUKEGAN,US,-87.844788,42.363628
