name,findName,country,longitude,latitude
Borzya,BORZYA,RU,116.51667,50.383331
Bolshoy Kamen,BOLSHOY KAMEN,RU,132.358337,43.122501
Bodaybo,BODAYBO,RU,114.193329,57.850559
Blagoveshchensk,BLAGOVESHCHENSK,RU,127.533333,50.26667
Birobidzhan,BIROBIDZHAN,RU,132.949997,48.799999
Bikin,BIKIN,RU,134.259995,46.816109
Belogorsk,BELOGORSK,RU,128.461105,50.915829
Baykalsk,BAYKALSK,RU,104.146942,51.505829
Artem,ARTEM,RU,132.198608,43.3675
Arsenyev,ARSENYEV,RU,133.273331,44.163059
Angarsk,ANGARSK,RU,103.886391,52.536671
Amursk,AMURSK,RU,136.899445,50.226109
Aldan,ALDAN,RU,125.389442,58.603062
Ulaanbaatar,ULAANBAATAR,MN,106.88324,47.907711
Suhbaatar,SUHBAATAR,MN,106.207779,50.231392
Murun-kuren,MURUN-KUREN,MN,100.162498,49.634171
Mandalgovi,MANDALGOVI,MN,106.270828,45.762501
Hovd,HOVD,MN,102.174911,44.670238
Erdenet,ERDENET,MN,104.083328,49.033329
Dzuunharaa,DZUUNHARAA,MN,106.457863,48.852291
Darhan,DARHAN,MN,105.922783,49.486671
Dalandzadgad,DALANDZADGAD,MN,104.425003,43.570831
Saynshand,SAYNSHAND,MN,110.11631,44.882389
Bulgan,BULGAN,MN,103.534721,48.8125
Bayanhongor,BAYANHONGOR,MN,100.116669,46.716671
Baruun-Urt,BARUUN-URT,MN,113.279167,46.680561
Zhenlai,ZHENLAI,CN,123.297302,45.849548
Zhengjiatun,ZHENGJIATUN,CN,123.506393,43.50639
Zhaozhou,ZHAOZHOU,CN,125.316673,45.683331
Zhaoyuan,ZHAOYUAN,CN,125.133331,45.5
Zhaodong,ZHAODONG,CN,125.98333,46.083328
Zhangjiakou,ZHANGJIAKOU,CN,114.87944,40.810001
Yushu,YUSHU,CN,126.533333,44.799999
Youhao,YOUHAO,CN,128.833328,47.866669
Yingkou,YINGKOU,CN,122.228333,40.664822
Yilan,YILAN,CN,129.566666,46.316669
Yichun,YICHUN,CN,128.899994,47.700001
Yebaishou,YEBAISHOU,CN,119.640831,41.397499
Yantongshan,YANTONGSHAN,CN,126.009438,43.291939
Yanji,YANJI,CN,129.507782,42.907501
Yakeshi,YAKESHI,CN,120.73333,49.283329
Xuanhua,XUANHUA,CN,115.044724,40.610279
Xiuyan,XIUYAN,CN,123.274437,40.292782
Xinqing,XINQING,CN,129.5,48.23333
Xinmin,XINMIN,CN,122.825279,41.990829
Xinglongshan,XINGLONGSHAN,CN,125.46611,43.956108
Xingcheng,XINGCHENG,CN,120.716667,40.616669
Xilin Hot,XILIN HOT,CN,116.033333,43.966671
Xifeng,XIFENG,CN,124.722221,42.737221
Xiaoshi,XIAOSHI,CN,124.120918,41.297112
Wuchang,WUCHANG,CN,127.150009,44.91428
Wangqing,WANGQING,CN,129.763412,43.321789
Hepingjie,HEPINGJIE,CN,126.915833,42.059719
Wangkui,WANGKUI,CN,126.5,46.833328
Ulanhot,ULANHOT,CN,122.083328,46.083328
Tumen,TUMEN,CN,129.842499,42.96611
Tongliao,TONGLIAO,CN,122.265282,43.612499
Tieling,TIELING,CN,123.841393,42.29306
Tieli,TIELI,CN,128.050003,46.950001
Taonan,TAONAN,CN,122.783333,45.333328
Tailai,TAILAI,CN,123.400002,46.383331
Taikang,TAIKANG,CN,124.416672,46.833328
Tahe,TAHE,CN,124.73333,52.333328
Sujiatun,SUJIATUN,CN,123.339172,41.659168
Suileng,SUILENG,CN,127.083328,47.25
Suihua,SUIHUA,CN,126.996941,46.64056
Suifenhe,SUIFENHE,CN,131.166672,44.400002
Songjianghe,SONGJIANGHE,CN,127.478951,42.185902
Siping,SIPING,CN,124.368607,43.16333
Shunyi,SHUNYI,CN,116.645279,40.125
Shulan,SHULAN,CN,126.949997,44.416672
Shuangyashan,SHUANGYASHAN,CN,131.153885,46.636108
Shuangyang,SHUANGYANG,CN,125.673607,43.52417
Shuangcheng,SHUANGCHENG,CN,126.283333,45.349998
Shiguai,SHIGUAI,CN,110.285561,40.70583
Shenyang,SHENYANG,CN,123.432777,41.792221
Shanhetun,SHANHETUN,CN,127.199997,44.700001
Shangzhi,SHANGZHI,CN,127.966667,45.216671
Sanchazi,SANCHAZI,CN,126.600281,42.081669
Salaqi,SALAQI,CN,110.510834,40.541389
Ranghulu,RANGHULU,CN,124.866669,46.650002
Qitaihe,QITAIHE,CN,130.850006,45.799999
Qiqihar,QIQIHAR,CN,123.967216,47.340832
Qinggang,QINGGANG,CN,126.083328,46.683331
Qianguo,QIANGUO,CN,124.856758,45.117119
Pingzhuang,PINGZHUANG,CN,119.288887,42.03722
Panshi,PANSHI,CN,126.056107,42.942219
Panshan,PANSHAN,CN,122.049438,41.188061
Nianzishan,NIANZISHAN,CN,122.883331,47.51667
Nenjiang,NENJIANG,CN,125.216667,49.183331
Nehe,NEHE,CN,124.833328,48.48333
Nantai,NANTAI,CN,122.804367,40.924099
Nanpiao,NANPIAO,CN,120.747917,41.098221
Nancha,NANCHA,CN,129.266663,47.133331
Mujiayingzi,MUJIAYINGZI,CN,118.783333,42.116669
Mudanjiang,MUDANJIANG,CN,129.600006,44.583328
Mishan,MISHAN,CN,131.883331,45.549999
Mingyue,MINGYUE,CN,128.921677,43.106941
Mingshui,MINGSHUI,CN,125.916672,47.166672
Meihekou,MEIHEKOU,CN,125.675278,42.527222
Manzhouli,MANZHOULI,CN,117.433327,49.599998
Longjing,LONGJING,CN,129.423325,42.771389
Longjiang,LONGJIANG,CN,123.183609,47.33028
Longfeng,LONGFENG,CN,125.116669,46.549999
Liuhe,LIUHE,CN,125.717171,42.24007
Lishu,LISHU,CN,124.327782,43.304722
Linkou,LINKOU,CN,130.283325,45.299999
Linjiang,LINJIANG,CN,126.907784,41.806938
Lingyuan,LINGYUAN,CN,119.401108,41.240002
Lingdong,LINGDONG,CN,131.145279,46.56694
Liaozhong,LIAOZHONG,CN,122.724167,41.506111
Liaoyuan,LIAOYUAN,CN,125.135834,42.90361
Liaoyang,LIAOYANG,CN,123.173058,41.271938
Lanxi,LANXI,CN,126.285561,46.262218
Langxiang,LANGXIANG,CN,128.883331,46.950001
Langtou,LANGTOU,CN,124.328613,40.026112
Kuandian,KUANDIAN,CN,124.784721,40.728611
Kaiyuan,KAIYUAN,CN,124.040283,42.533058
Kaitong,KAITONG,CN,123.150002,44.813511
Jixi,JIXI,CN,130.966675,45.299999
Jiutai,JIUTAI,CN,125.832779,44.1525
Jiupu,JIUPU,CN,122.949997,41.066669
Jishu,JISHU,CN,126.800003,44.316669
Jinzhou,JINZHOU,CN,121.14167,41.10778
Lianshan,LIANSHAN,CN,120.853271,40.76432
Jining,JINING,CN,113.105827,41.0275
Jilin,JILIN,CN,126.56028,43.85083
Jidong,JIDONG,CN,131.083328,45.216671
Jiaohe,JIAOHE,CN,127.344719,43.728611
Jiamusi,JIAMUSI,CN,130.350006,46.833328
Jalai Nur,JALAI NUR,CN,117.699997,49.450001
Jagdaqi,JAGDAQI,CN,124.116669,50.416672
Hushitai,HUSHITAI,CN,123.511391,41.93222
Hunchun,HUNCHUN,CN,130.358063,42.8675
Hulan Ergi,HULAN ERGI,CN,123.633331,47.20417
Hulan,HULAN,CN,126.599998,45.98333
Huinan,HUINAN,CN,126.261391,42.622501
Huanren,HUANREN,CN,125.366669,41.264721
Huangnihe,HUANGNIHE,CN,128.023895,43.558331
Huanan,HUANAN,CN,130.516663,46.216671
Huadian,HUADIAN,CN,126.74778,42.963329
Honggang,HONGGANG,CN,124.866669,46.466671
Hohhot,HOHHOT,CN,111.652222,40.810558
Hengshan,HENGSHAN,CN,130.916672,45.200001
Helong,HELONG,CN,128.997223,42.539742
Heishan,HEISHAN,CN,122.112778,41.689171
Heihe,HEIHE,CN,127.490158,50.244129
Hegang,HEGANG,CN,130.366669,47.400002
Harbin,HARBIN,CN,126.650002,45.75
Hailun,HAILUN,CN,126.933327,47.450001
Hailin,HAILIN,CN,129.416672,44.583328
Hailar,HAILAR,CN,119.699997,49.200001
Haicheng,HAICHENG,CN,122.747543,40.851582
Gongzhuling,GONGZHULING,CN,124.819794,43.500751
Gongchangling,GONGCHANGLING,CN,123.449997,41.116669
Genhe,GENHE,CN,121.51667,50.783329
Gannan,GANNAN,CN,123.503059,47.914719
Fuyuan,FUYUAN,CN,134.289169,48.36306
Fuyuan,FUYUAN,CN,127.083328,46.433331
Fuyu,FUYU,CN,124.449997,47.783329
Fuyu,FUYU,CN,124.816673,45.183331
Fuxin,FUXIN,CN,121.745003,42.058891
Fuxin,FUXIN,CN,121.65889,42.01556
Fushun,FUSHUN,CN,123.923332,41.855831
Fuli,FULI,CN,131.139435,46.721668
Fujin,FUJIN,CN,132.032227,47.259998
Beichengqu,BEICHENGQU,CN,113.15361,40.439442
Fengxiang,FENGXIANG,CN,130.833328,47.583328
Fengcheng,FENGCHENG,CN,124.071671,40.453609
Wulan,WULAN,CN,111.976669,43.647499
Erdaojiang,ERDAOJIANG,CN,126.031937,41.77639
Dunhua,DUNHUA,CN,128.242493,43.372501
Dongning,DONGNING,CN,131.120743,44.062191
Dongling,DONGLING,CN,123.575829,41.814442
Dongfeng,DONGFENG,CN,125.511757,42.640308
Didao,DIDAO,CN,130.800003,45.366669
Dehui,DEHUI,CN,125.699997,44.533329
Datong,DATONG,CN,113.291389,40.093609
Dashitou,DASHITOU,CN,128.511383,43.306671
Dashiqiao,DASHIQIAO,CN,122.50251,40.637321
Dandong,DANDONG,CN,124.394722,40.129169
Linghai,LINGHAI,CN,121.366669,41.165279
Dalai,DALAI,CN,124.300003,45.5
Chifeng,CHIFENG,CN,118.963608,42.26833
Chengzihe,CHENGZIHE,CN,131.066666,45.333328
Chengde,CHENGDE,CN,117.936111,40.9725
Chaoyang,CHAOYANG,CN,126.026299,42.662231
Chaoyang,CHAOYANG,CN,120.458611,41.570278
Changtu,CHANGTU,CN,124.095451,42.778839
Changping,CHANGPING,CN,116.219719,40.218609
Changling,CHANGLING,CN,124.00045,44.26532
Changchun,CHANGCHUN,CN,125.322777,43.880001
Chaihe,CHAIHE,CN,129.699997,44.76667
Boli,BOLI,CN,130.516663,45.76667
Binzhou,BINZHOU,CN,127.479858,45.752811
Benxi,BENXI,CN,123.764999,41.288609
Beipiao,BEIPIAO,CN,120.779167,41.791939
Bayan,BAYAN,CN,127.400002,46.083328
Baotou,BAOTOU,CN,109.82222,40.652222
Baoshan,BAOSHAN,CN,131.424438,46.558609
Baoqing,BAOQING,CN,132.211105,46.331669
Bamiantong,BAMIANTONG,CN,130.533325,44.933331
Baishishan,BAISHISHAN,CN,127.566673,43.583328
Baiquan,BAIQUAN,CN,126.083328,47.583328
Baicheng,BAICHENG,CN,122.816673,45.616669
Baishan,BAISHAN,CN,126.428612,41.943062
Anshan,ANSHAN,CN,122.989998,41.123611
Anda,ANDA,CN,125.316673,46.400002
Alihe,ALIHE,CN,123.716667,50.566669
Acheng,ACHENG,CN,126.977028,45.545448
Yuktae-dong,YUKTAE-DONG,KP,128.159714,40.024719
Uiju,UIJU,KP,124.53167,40.19944
Sonbong,SONBONG,KP,130.396667,42.34222
Sinuiju,SINUIJU,KP,124.398064,40.100559
Sakchu-up,SAKCHU-UP,KP,125.046669,40.389439
Yonggwang-up,YONGGWANG-UP,KP,127.45472,40.01833
Onsong,ONSONG,KP,129.993332,42.957218
Nanam,NANAM,KP,129.684433,41.713612
Namyang-dong,NAMYANG-DONG,KP,129.866669,42.950001
Najin,NAJIN,KP,130.300278,42.24889
Musan-up,MUSAN-UP,KP,129.207764,42.226089
Kyongsong,KYONGSONG,KP,129.60611,41.58778
Kilju,KILJU,KP,129.327774,40.964169
Kapsan-up,KAPSAN-UP,KP,128.293335,41.090279
Kanggye-si,KANGGYE-SI,KP,126.585228,40.96946
Iwon-up,IWON-UP,KP,128.655273,40.323059
Hyesan-dong,HYESAN-DONG,KP,128.178726,41.39756
Hongwon,HONGWON,KP,127.955833,40.02528
Hoeryong,HOERYONG,KP,129.750824,42.44278
Chongjin,CHONGJIN,KP,129.775833,41.795559
Aoji-ri,AOJI-RI,KP,130.395279,42.520561
Dalnegorsk,DALNEGORSK,RU,135.570084,44.56039
Bratsk,BRATSK,RU,101.614166,56.1325
Sayansk,SAYANSK,RU,102.164803,54.108799
Khabarovsk Vtoroy,KHABAROVSK VTOROY,RU,135.135559,48.443062
Kupang,KUPANG,ID,123.583328,-10.16667
Whyalla,WHYALLA,AU,137.583328,-33.033329
Roebourne,ROEBOURNE,AU,117.133331,-20.783331
Perth,PERTH,AU,115.833328,-31.933331
Murray Bridge,MURRAY BRIDGE,AU,139.266663,-35.116669
Mount Isa,MOUNT ISA,AU,139.5,-20.73333
Morphett Vale,MORPHETT VALE,AU,138.516663,-35.133331
Mandurah,MANDURAH,AU,115.699997,-32.549999
Kwinana,KWINANA,AU,115.76667,-32.25
Boulder,BOULDER,AU,121.466667,-30.75
Geraldton,GERALDTON,AU,114.599998,-28.76667
Gawler,GAWLER,AU,138.733337,-34.599998
Darwin,DARWIN,AU,130.841843,-12.46113
Bunbury,BUNBURY,AU,115.633331,-33.333328
Alice Springs,ALICE SPRINGS,AU,133.883331,-23.700001
Albany,ALBANY,AU,117.89167,-35.016941
Adelaide,ADELAIDE,AU,138.600006,-34.933331
Flying Fish Cove,FLYING FISH COVE,CX,105.679123,-10.42172
Palikir - National Government Center,PALIKIR - NATIONAL GOVERNMENT CENTER,FM,158.161087,6.92477
Jayapura,JAYAPURA,ID,140.699997,-2.53333
Abepura,ABEPURA,ID,140.583328,-2.63333
Wewak,WEWAK,PG,143.626785,-3.55342
Port Moresby,PORT MORESBY,PG,147.179718,-9.44314
Popondetta,POPONDETTA,PG,148.253418,-8.75367
Mount Hagen,MOUNT HAGEN,PG,144.227448,-5.8581
Mendi,MENDI,PG,143.651337,-6.17608
Madang,MADANG,PG,145.796555,-5.22465
Lae,LAE,PG,146.984695,-6.72208
Kokopo,KOKOPO,PG,152.263275,-4.35202
Kimbe,KIMBE,PG,150.142853,-5.55021
Goroka,GOROKA,PG,145.387344,-6.08336
Daru,DARU,PG,143.209183,-9.07628
Bulolo,BULOLO,PG,146.649994,-7.2
Arawa,ARAWA,PG,155.536743,-6.21319
Honiara,HONIARA,SB,159.949997,-9.43333
Tarawa,TARAWA,KI,172.976959,1.3278
Funafuti,FUNAFUTI,TV,179.194168,-8.52425
Yuzawa,YUZAWA,JP,140.5,39.166672
Yotsukaido,YOTSUKAIDO,JP,140.166672,35.650002
Yonezawa,YONEZAWA,JP,140.116669,37.916672
Yokote,YOKOTE,JP,140.566666,39.299999
Yokaichiba,YOKAICHIBA,JP,140.550003,35.700001
Yanagawa,YANAGAWA,JP,140.600006,37.849998
Yamoto,YAMOTO,JP,141.214874,38.42738
Yamagata-shi,YAMAGATA-SHI,JP,140.363327,38.240559
Yamada,YAMADA,JP,141.949997,39.466671
Yachimata,YACHIMATA,JP,140.316666,35.650002
Watari,WATARI,JP,140.851105,38.035
Wakuya,WAKUYA,JP,141.133331,38.533329
Ushiku,USHIKU,JP,140.133331,35.966671
Tsukuba,TSUKUBA,JP,140.100006,36.200001
Toride,TORIDE,JP,140.083328,35.900002
Tono,TONO,JP,141.533325,39.316669
Tomobe,TOMOBE,JP,140.300003,36.349998
Tomiya,TOMIYA,JP,140.886108,38.393059
Togane,TOGANE,JP,140.366669,35.549999
Tendo,TENDO,JP,140.36972,38.353611
Takahata,TAKAHATA,JP,140.191116,38.002499
Takahagi,TAKAHAGI,JP,140.716675,36.716671
Sukagawa,SUKAGAWA,JP,140.383331,37.283329
Shizukuishi,SHIZUKUISHI,JP,140.983337,39.683331
Shisui,SHISUI,JP,140.266663,35.716671
Shiroishi,SHIROISHI,JP,140.618332,38.00333
Shiroi,SHIROI,JP,140.066666,35.799999
Shiogama,SHIOGAMA,JP,141.033325,38.316669
Shinjo,SHINJO,JP,140.300827,38.75861
Sendai-shi,SENDAI-SHI,JP,140.871933,38.26889
Sawara,SAWARA,JP,140.5,35.883331
Sakura,SAKURA,JP,140.233337,35.716671
Sagae,SAGAE,JP,140.272507,38.372501
Ryugasaki,RYUGASAKI,JP,140.183334,35.900002
Rifu,RIFU,JP,140.974442,38.323608
Otsuchi,OTSUCHI,JP,141.899994,39.366669
Otawara,OTAWARA,JP,140.033325,36.866669
Omiya,OMIYA,JP,140.416672,36.549999
Omigawa,OMIGAWA,JP,140.616669,35.849998
Omagari,OMAGARI,JP,140.483337,39.450001
Okunoya,OKUNOYA,JP,140.416672,36.283329
Okawara,OKAWARA,JP,140.733612,38.049999
Ohara,OHARA,JP,140.383331,35.25
Ofunato,OFUNATO,JP,141.716675,39.071671
Obanazawa,OBANAZAWA,JP,140.401947,38.603329
Oarai,OARAI,JP,140.600006,36.316669
Oami,OAMI,JP,140.316666,35.51667
Nihommatsu,NIHOMMATSU,JP,140.433334,37.583328
Naruto,NARUTO,JP,140.416672,35.599998
Narita,NARITA,JP,140.316666,35.783329
Narashino,NARASHINO,JP,140.033325,35.683331
Naka,NAKA,JP,140.166672,36.049999
Nagai,NAGAI,JP,140.035004,38.103611
Motomiya,MOTOMIYA,JP,140.399994,37.51667
Motegi,MOTEGI,JP,140.183334,36.51667
Morioka-shi,MORIOKA-SHI,JP,141.152496,39.703609
Mooka,MOOKA,JP,140.016663,36.433331
Mobara,MOBARA,JP,140.300003,35.416672
Mizusawa,MIZUSAWA,JP,141.133331,39.133331
Miyako,MIYAKO,JP,141.952499,39.636669
Mito-shi,MITO-SHI,JP,140.446671,36.341389
Miharu,MIHARU,JP,140.483337,37.433331
Matsushima,MATSUSHIMA,JP,141.06105,38.373569
Mashiko,MASHIKO,JP,140.100006,36.466671
Marumori,MARUMORI,JP,140.766663,37.916672
Makabe,MAKABE,JP,140.100006,36.26667
Kuroiso,KUROISO,JP,140.050003,36.966671
Koriyama,KORIYAMA,JP,140.383331,37.400002
Kogota,KOGOTA,JP,141.050003,38.549999
Kitakami,KITAKAMI,JP,141.116669,39.283329
Kitaibaraki,KITAIBARAKI,JP,140.75,36.783329
Kawaguchi,KAWAGUCHI,JP,140.100006,35.099998
Katsuura,KATSUURA,JP,140.300003,35.133331
Katsuta,KATSUTA,JP,140.533325,36.383331
Katori-shi,KATORI-SHI,JP,140.499435,35.897671
Kasama,KASAMA,JP,140.266663,36.383331
Karasuyama,KARASUYAMA,JP,140.149994,36.650002
Kaminoyama,KAMINOYAMA,JP,140.273605,38.153889
Kamaishi,KAMAISHI,JP,141.883331,39.26667
Kakuda,KAKUDA,JP,140.783325,37.966671
Iwase,IWASE,JP,140.100006,36.349998
Iwanuma,IWANUMA,JP,140.859436,38.104721
Iwaki,IWAKI,JP,140.883331,37.049999
Itako,ITAKO,JP,140.550003,35.933331
Ishioka,ISHIOKA,JP,140.266663,36.183331
Ishinomaki,ISHINOMAKI,JP,141.300003,38.416672
Ishikawa,ISHIKAWA,JP,140.449997,37.150002
Inawashiro,INAWASHIRO,JP,140.116669,37.566669
Ichinoseki,ICHINOSEKI,JP,141.133331,38.916672
Ichihara,ICHIHARA,JP,140.083328,35.51667
Hobara,HOBARA,JP,140.550003,37.816669
Hitachi,HITACHI,JP,140.649994,36.599998
Higashine,HIGASHINE,JP,140.400558,38.438889
Hasaki,HASAKI,JP,140.833328,35.73333
Hanamaki,HANAMAKI,JP,141.116669,39.383331
Furukawa,FURUKAWA,JP,140.955566,38.571671
Funehiki,FUNEHIKI,JP,140.583328,37.433331
Funaishikawa,FUNAISHIKAWA,JP,140.566666,36.466671
Fukushima-shi,FUKUSHIMA-SHI,JP,140.467773,37.75
Fujishiro,FUJISHIRO,JP,140.116669,35.916672
Edosaki,EDOSAKI,JP,140.316666,35.950001
Daigo,DAIGO,JP,140.350006,36.76667
Chiba-shi,CHIBA-SHI,JP,140.123337,35.604721
Asahi,ASAHI,JP,140.649994,35.716671
Ami,AMI,JP,140.199997,36.033329
Akita,AKITA,JP,140.116669,39.716671
Abiko,ABIKO,JP,140.016663,35.866669
Akita Shi,AKITA SHI,JP,140.103333,39.71806
Majuro,MAJURO,MH,171.380264,7.08971
Vilyuchinsk,VILYUCHINSK,RU,158.402786,52.930561
Yuzhno-Sakhalinsk,YUZHNO-SAKHALINSK,RU,142.733658,46.958118
Yelizovo,YELIZOVO,RU,158.380493,53.187302
Vanino,VANINO,RU,140.254333,49.086861
Sovetskaya Gavan,SOVETSKAYA GAVAN,RU,140.287842,48.972301
Poronaysk,PORONAYSK,RU,143.116669,49.216671
Petropavlovsk-Kamchatskiy,PETROPAVLOVSK-KAMCHATSKIY,RU,158.6483,53.0452
Okha,OKHA,RU,142.947784,53.573891
Nikolayevsk-na-Amure,NIKOLAYEVSK-NA-AMURE,RU,140.729996,53.14056
Nevelsk,NEVELSK,RU,141.863327,46.673328
Magadan,MAGADAN,RU,150.800003,59.566669
Korsakov,KORSAKOV,RU,142.781296,46.632771
Kholmsk,KHOLMSK,RU,142.056946,47.051109
Bihoro,BIHORO,JP,144.104446,43.822781
Wakkanai,WAKKANAI,JP,141.673889,45.409439
Tomakomai,TOMAKOMAI,JP,141.603333,42.63694
Tobetsu,TOBETSU,JP,141.516937,43.216942
Mutsu,MUTSU,JP,141.216934,41.28944
Takikawa,TAKIKAWA,JP,141.906387,43.55278
Takanosu,TAKANOSU,JP,140.369446,40.221939
Sunagawa,SUNAGAWA,JP,141.905563,43.486389
Shizunai,SHIZUNAI,JP,142.366943,42.333889
Shiraoi,SHIRAOI,JP,141.350006,42.549999
Shimo-furano,SHIMO-FURANO,JP,142.383331,43.349998
Shibetsu,SHIBETSU,JP,145.131973,43.658989
Sapporo-shi,SAPPORO-SHI,JP,141.346939,43.064171
Rumoi,RUMOI,JP,141.642776,43.934441
Otofuke,OTOFUKE,JP,143.200287,42.991669
Otaru,OTARU,JP,141.002213,43.189442
Odate,ODATE,JP,140.568329,40.268608
Obihiro,OBIHIRO,JP,143.204437,42.917221
Noshiro,NOSHIRO,JP,140.02417,40.203892
Nemuro,NEMURO,JP,145.574997,43.323608
Nayoro,NAYORO,JP,142.457779,44.350559
Nanae,NANAE,JP,140.683334,41.883331
Namioka,NAMIOKA,JP,140.589447,40.707218
Muroran,MURORAN,JP,140.988068,42.317219
Mombetsu,MOMBETSU,JP,143.352493,44.352501
Misawa,MISAWA,JP,141.359726,40.683609
Yoichi,YOICHI,JP,140.770279,43.203892
Makubetsu,MAKUBETSU,JP,141.821106,45.371391
Kushiro,KUSHIRO,JP,144.374725,42.974998
Kuroishi,KUROISHI,JP,140.592224,40.638889
Kizukuri,KIZUKURI,JP,140.386108,40.80611
Kitami,KITAMI,JP,143.890823,43.803059
Kamiiso,KAMIISO,JP,140.649994,41.816669
Iwanai,IWANAI,JP,140.508896,42.974442
Iwamizawa,IWAMIZAWA,JP,141.75972,43.200279
Ishikari,ISHIKARI,JP,141.353897,43.239719
Ichinohe,ICHINOHE,JP,141.301666,40.20694
Kitahiroshima,KITAHIROSHIMA,JP,141.567215,42.97583
Hirosaki,HIROSAKI,JP,140.472504,40.59306
Kazuno,KAZUNO,JP,140.787216,40.183609
Hakodate,HAKODATE,JP,140.736664,41.775829
Hachinohe,HACHINOHE,JP,141.5,40.5
Fukagawa,FUKAGAWA,JP,142.039169,43.708061
Ebetsu,EBETSU,JP,141.550568,43.108059
Date,DATE,JP,140.868057,42.46806
Chitose,CHITOSE,JP,141.652222,42.819439
Bibai,BIBAI,JP,141.858612,43.324718
Ashibetsu,ASHIBETSU,JP,142.185562,43.50972
Asahikawa,ASAHIKAWA,JP,142.370285,43.76778
Aomori-shi,AOMORI-SHI,JP,140.740005,40.82444
Abashiri,ABASHIRI,JP,144.269714,44.021271
Goshogawara,GOSHOGAWARA,JP,140.441391,40.80444
Port-Vila,PORT-VILA,VU,168.321884,-17.73381
Noumea,NOUMEA,NC,166.457199,-22.27631
Mont-Dore,MONT-DORE,NC,166.583328,-22.283331
Dumbea,DUMBEA,NC,166.449997,-22.15
Wodonga,WODONGA,AU,146.883331,-36.116669
Warrnambool,WARRNAMBOOL,AU,142.483337,-38.383331
Wagga Wagga,WAGGA WAGGA,AU,147.366669,-35.116669
Traralgon,TRARALGON,AU,146.533325,-38.183331
Townsville,TOWNSVILLE,AU,146.800003,-19.25
Torquay,TORQUAY,AU,152.866669,-25.283331
Toowoomba,TOOWOOMBA,AU,151.966675,-27.549999
Taree,TAREE,AU,152.466675,-31.9
Tamworth,TAMWORTH,AU,150.933334,-31.1
Sydney,SYDNEY,AU,151.207321,-33.867851
Sunnybank,SUNNYBANK,AU,153.050003,-27.58333
Sunbury,SUNBURY,AU,144.733337,-37.583328
Port Stephens,PORT STEPHENS,AU,152.063477,-32.696602
Southport,SOUTHPORT,AU,153.399994,-27.966669
South Grafton,SOUTH GRAFTON,AU,152.949997,-29.700001
Shepparton,SHEPPARTON,AU,145.399994,-36.383331
Saint Kilda,SAINT KILDA,AU,144.980988,-37.867599
Rockhampton,ROCKHAMPTON,AU,150.5,-23.383329
Queanbeyan,QUEANBEYAN,AU,149.233337,-35.349998
Quakers Hill,QUAKERS HILL,AU,150.883331,-33.73333
Port Macquarie,PORT MACQUARIE,AU,152.916672,-31.433331
Orange,ORANGE,AU,149.100174,-33.28397
Nowra,NOWRA,AU,150.600006,-34.883331
Notting Hill,NOTTING HILL,AU,145.1427,-37.904999
Newcastle,NEWCASTLE,AU,151.776474,-32.927151
Nerang,NERANG,AU,153.333328,-27.98333
Mulgrave,MULGRAVE,AU,145.199997,-37.916672
Mount Gambier,MOUNT GAMBIER,AU,140.766663,-37.833328
Mosman,MOSMAN,AU,151.233337,-33.827782
Mornington,MORNINGTON,AU,145.033325,-38.216671
Mooloolaba,MOOLOOLABA,AU,153.116669,-26.683331
Mildura,MILDURA,AU,142.149994,-34.200001
Melton,MELTON,AU,144.583328,-37.683331
Melbourne,MELBOURNE,AU,144.963318,-37.813999
Maryborough,MARYBOROUGH,AU,152.699997,-25.533331
Marrickville,MARRICKVILLE,AU,151.166672,-33.916672
Maroubra,MAROUBRA,AU,151.233337,-33.950001
Mackay,MACKAY,AU,149.199997,-21.15
Liverpool,LIVERPOOL,AU,150.933334,-33.900002
Lismore,LISMORE,AU,153.277298,-28.81354
Launceston,LAUNCESTON,AU,147.166672,-41.450001
Kingston,KINGSTON,NF,167.966278,-29.05459
Katoomba,KATOOMBA,AU,150.307388,-33.719769
Hornsby,HORNSBY,AU,151.099304,-33.702438
Hobart,HOBART,AU,147.329407,-42.87936
Griffith,GRIFFITH,AU,146.033325,-34.283329
Greensborough,GREENSBOROUGH,AU,145.103027,-37.70462
Granville,GRANVILLE,AU,151.016663,-33.833328
Goulburn,GOULBURN,AU,149.716675,-34.75
Gladstone,GLADSTONE,AU,151.25,-23.85
Geelong West,GEELONG WEST,AU,144.350006,-38.133331
Geelong,GEELONG,AU,144.360687,-38.14711
Frankston East,FRANKSTON EAST,AU,145.133331,-38.133331
Forster,FORSTER,AU,152.516663,-32.166672
Epping,EPPING,AU,151.081833,-33.772709
Engadine,ENGADINE,AU,151.016663,-34.066669
Echuca,ECHUCA,AU,144.75,-36.133331
Earlwood,EARLWOOD,AU,151.100006,-33.950001
Dubbo,DUBBO,AU,148.616669,-32.25
Devonport,DEVONPORT,AU,146.350006,-41.166672
Deception Bay,DECEPTION BAY,AU,153.033325,-27.200001
Cronulla,CRONULLA,AU,151.149994,-34.049999
Cranbourne,CRANBOURNE,AU,145.283325,-38.099998
Craigieburn,CRAIGIEBURN,AU,144.949997,-37.599998
Coffs Harbour,COFFS HARBOUR,AU,153.133331,-30.299999
Wollongong,WOLLONGONG,AU,150.883331,-34.433331
Cessnock,CESSNOCK,AU,151.350006,-32.833328
